month,p_market_eur_mwh,wind_mwh,price_x_wind,p_wind_capture_eur_mwh,capture_factor
2015-01-01,31.05307098765432,7830853.25,193848426.705,24.754445079787445,0.7971657646881044
2015-02-01,36.71691964285714,5325677.75,169937033.715,31.908996693425546,0.8690542944179981
2015-03-01,31.34314939434724,7010958.25,181407454.6275,25.87484451608309,0.8255342879088481
2015-04-01,29.724375,5157796.5,133846308.9275,25.950288835067454,0.8730305964403778
2015-05-01,25.357916666666668,5105062.25,117917513.8575,23.098153966193067,0.9108853171899531
2015-06-01,30.06438888888889,3871212.5,108847568.965,28.117177490256605,0.9352319647730498
2015-07-01,34.99568548387097,5401805.25,159520997.85,29.531053132654122,0.8438483980050792
2015-08-01,31.605094086021502,3553163.75,105496375.725,29.690828553848664,0.9394317407515805
2015-09-01,31.881319444444443,5328808.5,149441333.1175,28.044042700633735,0.8796387097310245
2015-10-01,39.38145161290323,3438960.5,126051994.9375,36.654097927993064,0.9307452220979952
2015-11-01,32.389375,9763092.0,264461081.3275,27.087840750399565,0.8363187233591128
2015-12-01,27.780604838709678,10359892.25,247403719.2625,23.880916257840422,0.8596254975904842
2016-01-01,29.035524193548387,8406655.5,205866880.8525,24.488559196044132,0.843399934260027
2016-02-01,21.989554597701147,9366679.75,174598047.8475,18.640334943393363,0.8476904277698321
2016-03-01,24.30504710632571,5710792.5,122859575.4525,21.513577222863553,0.885148550782457
2016-04-01,24.21348611111111,5587231.75,129803828.425,23.232225587385024,0.9594746283445817
2016-05-01,22.53751009421265,5706867.75,108069163.365,18.936686129619876,0.840229734804759
2016-06-01,27.596571018651364,2902409.5,77164302.4125,26.586290601825826,0.9633910888369888
2016-07-01,27.188306451612902,4302145.75,103319912.6825,24.01590245576873,0.8833173371246897
2016-08-01,27.182567204301076,4262079.75,108755321.68,25.516960746687108,0.9387251967374729
2016-09-01,30.493861111111112,3729333.5,103678159.8375,27.80072091635141,0.9116825453835887
2016-10-01,37.17476388888889,4488192.0,152182293.42,33.907260077109,0.9121042484211579
2016-11-01,38.222541666666665,7267011.75,240768630.505,33.13172439895945,0.8668111264786234
2016-12-01,37.477889784946235,8416867.75,209774365.61,24.92309156336691,0.6650078674754464
2017-01-01,52.372956989247314,7186927.25,299615871.055,41.68900847785818,0.796002572213315
2017-02-01,39.70160714285714,8439755.75,278465181.54,32.99445976739315,0.8310610612983536
2017-03-01,31.701386271870795,8511720.0,247227272.4325,29.04551282613855,0.9162221669754281
2017-04-01,28.86991666666667,7421613.0,183933767.205,24.783529834417397,0.8584551912833392
2017-05-01,30.460510752688172,4963043.75,131569519.505,26.509844791313796,0.8703020447211074
2017-06-01,30.00161111111111,6153125.0,158199329.8875,25.710404044692737,0.85696744583063
2017-07-01,33.009112903225805,5011439.25,148281318.315,29.58856945437381,0.8963757838970061
2017-08-01,30.848387096774193,4804535.25,131183684.21,27.304136068103567,0.8851074120163239
2017-09-01,34.34861111111111,5904335.5,167116781.355,28.30407949463576,0.8240239875515648
2017-10-01,28.401478494623657,11014475.5,222444843.28,20.19568188063063,0.7110785406630726
2017-11-01,40.366625,9256318.75,290753712.135,31.41137637843338,0.7781521585823284
2017-12-01,30.765725806451613,13454183.0,305012827.27,22.67048302152572,0.7368746365402401
2018-01-01,29.46159946236559,13144978.0,296746631.88,22.57490517519314,0.7662484585750495
2018-02-01,40.11510416666666,6859993.0,247755443.2125,36.11599067411585,0.9003090338258714
2018-03-01,37.36347240915209,9588788.75,291951885.8775,30.447212206807663,0.8148924669900246
2018-04-01,32.056263888888886,8002044.25,235749094.075,29.461108525487095,0.9190437359638375
2018-05-01,33.54216397849462,6270346.75,177656212.9,28.332757339137586,0.8446908004296617
2018-06-01,42.42323611111111,5135329.25,194167016.4875,37.810042362424966,0.891257853677082
2018-07-01,49.54345430107527,4064678.75,191424653.24,47.09465741665316,0.9505727463099205
2018-08-01,56.189408602150536,5343261.5,281139784.47,52.6157636997553,0.9364000264231565
2018-09-01,54.832138888888885,6545188.25,316743606.16,48.39335311096667,0.8825727774185559
2018-10-01,53.12668010752688,8733167.0,382748623.9175,43.82701303175583,0.8249529792385146
2018-11-01,56.676013888888896,8035869.5,419561038.75,52.21103189269064,0.9212191950381042
2018-12-01,48.13212365591398,12092006.75,482731044.0375,39.92149971612446,0.8294148831145396
2019-01-01,49.393373655913976,12551354.25,490622629.265,39.08921854109886,0.7913858813006717
2019-02-01,42.82078869047619,8914979.0,342723875.3975,38.44359873393981,0.8977788571766797
2019-03-01,30.626958277254378,13736642.0,339402745.9525,24.707839510740687,0.8067350106096033
2019-04-01,36.95590277777778,7303645.75,248842402.1525,34.07098463839104,0.9219362017284695
2019-05-01,37.84356182795699,6428337.75,230898588.0775,35.91886379608788,0.9491406744264954
2019-06-01,32.517583333333334,5114514.5,124368577.42,24.316790463689173,0.7478043560132084
2019-07-01,39.68502688172043,4862707.5,177743961.98,36.552468348137324,0.9210644724288692
2019-08-01,36.84849462365591,4493530.5,137968102.6075,30.70372007211256,0.8332421822301923
2019-09-01,35.75070833333333,7145538.75,220748243.425,30.893156016402543,0.8641271028355628
2019-10-01,36.999556451612904,9341217.0,302823141.18,32.41795380409212,0.8761714169867824
2019-11-01,41.00120833333333,7880445.25,292288457.58,37.09034810945485,0.9046159763857736
2019-12-01,31.966142473118282,12208935.0,323883913.7725,26.528432969173803,0.8298915951927173
2020-01-01,35.0349059139785,12670559.0,394734120.9,31.153646883298517,0.8892173696652799
2020-02-01,21.919008620689652,17239833.25,302821991.81,17.56525062735163,0.801370670148446
2020-03-01,22.485827725437417,11552708.75,212318996.7,18.37828697101015,0.8173275716339073
2020-04-01,17.093125,6991474.0,78419784.1275,11.21648798629588,0.6561987925727963
2020-05-01,17.596505376344084,6132951.75,80061538.61,13.054323900395923,0.7418702532802646
2020-06-01,26.18488888888889,4983084.0,110775784.4775,22.230366672024797,0.8489769334655407
2020-07-01,30.062862903225806,5480898.5,119380704.9125,21.781228919400714,0.7245227771392173
2020-08-01,34.86395161290322,5156488.25,155318356.07,30.120956073156957,0.8639570295298692
2020-09-01,43.690194444444444,4632294.25,176342595.7925,38.06809029726468,0.8713188572706236
2020-10-01,34.01510752688172,10816688.5,325974566.6075,30.13626273951589,0.8859669990959038
2020-11-01,38.78570833333333,8665897.5,278836504.7425,32.17629850139585,0.8295916172231614
2020-12-01,43.51974462365591,9073761.0,306943039.6375,33.82754291605212,0.7772918524357464
2021-01-01,52.806223118279576,9223364.5,430476355.135,46.67237808231476,0.8838423830800066
2021-02-01,48.70494047619048,8487553.25,373428984.98,43.99724796778153,0.9033426083189586
2021-03-01,47.16483176312248,9086611.25,318634331.8425,35.066354560122726,0.743485203895938
2021-04-01,53.61313888888889,7735461.0,348349722.7575,45.03283291810275,0.8399588953639053
2021-05-01,53.34893817204301,8828518.25,381480066.51,43.2099765450448,0.809950076338887
2021-06-01,74.07995833333334,3361513.75,215409485.995,64.08109620107905,0.8650260832050826
2021-07-01,81.36924731182796,4704354.75,327201859.7975,69.55297318883106,0.85478206431339
2021-08-01,82.69688172043011,6191015.5,455769864.25,73.61794914743793,0.8902143299225604
2021-09-01,128.37230555555556,4465397.5,529195180.915,118.51020674307271,0.9231758067302543
2021-10-01,139.59403225806452,10167443.25,1139547028.6075,112.07803186976236,0.8028855536070918
2021-11-01,176.1513611111111,7822972.75,1114973316.6325,142.525527349242,0.8091082944249354
2021-12-01,221.06038978494624,9782408.0,1621039440.71,165.70965356484825,0.7496126000956357
2022-01-01,167.72657258064518,12982727.75,1718042438.0675,132.33293273576504,0.7889801281913014
2022-02-01,128.80267857142857,17728127.25,1963052746.3075,110.73097110736838,0.8596946300768242
2022-03-01,252.00685060565274,6793504.0,1400309280.6425,206.1247451451416,0.8179331024127248
2022-04-01,165.73190277777778,9550806.0,1252718775.385,131.16367093887155,0.7914207750015567
2022-05-01,177.4769489247312,6454706.0,906536203.7325,140.44577765935426,0.7913465861919791
2022-06-01,218.0332361111111,4412514.75,875988301.9975,198.52359745596317,0.9105198867698973
2022-07-01,315.0009946236559,5502496.0,1557781197.615,283.1044670664004,0.8987415020852123
2022-08-01,465.18350806451616,3527019.25,1628417510.9125,461.6979368378837,0.9925071049033212
2022-09-01,346.11512500000003,6189613.5,1786718900.0125,288.664049865553,0.8340116597492033
2022-10-01,152.67469086021507,8613400.25,1113456716.235,129.27028628850724,0.8467040971896496
2022-11-01,173.634375,10118516.25,1405044651.6125,138.85876317216963,0.7997193134836902
2022-12-01,251.61639784946237,9410138.25,1442851476.595,153.3294663970532,0.6093778772271731
2023-01-01,117.82931451612903,14692525.75,1320543325.67,89.87857827439915,0.7627862272091563
2023-02-01,128.31184523809523,10445029.0,1122610522.9875,107.47797090726124,0.837630935069364
2023-03-01,102.5214535666218,12133716.25,1058594984.825,87.24408606678931,0.8509837017682864
2023-04-01,100.74399999999999,8382426.5,764732911.3025,91.23049409410271,0.9055675186026237
2023-05-01,81.71538978494624,6771381.25,558802219.1075,82.52411117857231,1.0098968064125304
2023-06-01,94.7561111111111,4872287.25,453830157.63,93.14519738753087,0.9829993685400273
2023-07-01,77.6061559139785,8392192.75,521347177.1025,62.12287927997126,0.8004890662131304
2023-08-01,94.3218817204301,5778036.5,400009739.9725,69.2293549846042,0.7339691885049526
2023-09-01,100.72348611111111,5339625.25,472349969.6125,88.46125851481806,0.878258506831602
2023-10-01,87.49303763440861,11857250.75,838484140.9875,70.71488649993339,0.8082344425554973
2023-11-01,91.12227777777777,14477253.5,1119854443.9775,77.35268598961122,0.8488888543617532
2023-12-01,68.51932795698924,16331164.75,759397979.57,46.49992766560022,0.6786395758987744
2024-01-01,76.57114247311829,15593084.75,1023895370.9975,65.66342628244229,0.8575479503325244
2024-02-01,61.335847701149426,14148354.0,765264891.5,54.08861635070765,0.8818434631285619
2024-03-01,64.70199192462988,9393471.75,527184990.815,56.122486429471614,0.8673996697790639
2024-04-01,62.360819444444445,9724048.5,492075361.94,50.60396006251923,0.81147041545214
2024-05-01,67.21001344086021,6274470.0,376861146.4975,60.06262624532431,0.8936559177774147
2024-06-01,72.88772222222222,5693810.5,340882267.415,59.86891685541695,0.8213854820827964
2024-07-01,67.69702956989246,5548569.25,299086651.03,53.90338257560721,0.7962444278290781
2024-08-01,82.04717741935484,5204624.75,348505854.545,66.96080337876424,0.8161256180272725
2024-09-01,78.30997222222223,8986503.75,586459140.7675,65.25998954459904,0.8333547783596332
2024-10-01,86.10174731182795,8389045.5,585320668.665,69.77202217642042,0.8103438589199886
2024-11-01,113.90644444444445,10300191.5,938179143.0125,91.0836602418994,0.7996357070589065
2024-12-01,108.31559139784946,13757540.0,1011699247.44,73.53780163023332,0.678921664750227
2025-01-01,114.14016129032258,13253343.0,1153437066.3125,87.02989625428845,0.7624826815595828
2025-02-01,128.52236607142856,7260679.75,843570877.09,116.18345749101522,0.9039940754471033
2025-03-01,94.72749663526245,6526920.5,523174378.72,80.15638902297033,0.8461786901389727
2025-04-01,77.93565277777778,5876514.75,455971894.0425,77.5922316952408,0.995593530428029
2025-05-01,67.33862903225807,7894329.5,517310337.7625,65.52935721298434,0.9731317396080782
2025-06-01,63.9875,8705267.75,495674921.255,56.93965257472982,0.8898558714550471
2025-07-01,87.79522849462366,6193497.28,514036009.4487,82.99608221490976,0.9453370489262092
2025-08-01,76.99025537634408,5483354.49,387579289.3329,70.68288034992608,0.9180756708029313
2025-09-01,83.51108333333333,9763607.04,646757234.238,66.24162889681395,0.7932076348765756
2025-10-01,84.51182795698925,13717685.62,809748019.2526,59.02949241466871,0.6984761049626177
2025-11-01,101.88231944444445,9908591.42,887009557.9371,89.51923844056334,0.8786533220749594
2025-12-01,93.47024193548387,12331010.68,1032426448.3832,83.72602012726503,0.8957505447033655
