date,nt_eur_mwh,smard_eur_mwh,wind_onshore_mwh_sum,hours_used,error,abs_error,pct_error,abs_pct_error
2015-01-01,22.0,24.75444507978744,7830853.25,648.0,2.754445079787441,2.754445079787441,0.12520204908124732,0.12520204908124732
2015-02-01,31.63,31.908996693425543,5325677.75,672.0,0.2789966934255439,0.2789966934255439,0.008820635264797467,0.008820635264797467
2015-03-01,25.270000000000003,25.87484451608309,7010958.25,743.0,0.6048445160830873,0.6048445160830873,0.023935279623390867,0.023935279623390867
2015-04-01,25.36,25.95028883506745,5157796.5,720.0,0.5902888350674509,0.5902888350674509,0.023276373622533552,0.023276373622533552
2015-05-01,22.68,23.098153966193067,5105062.25,744.0,0.4181539661930671,0.4181539661930671,0.018437123729853046,0.018437123729853046
2015-06-01,27.92,28.117177490256605,3871212.5,720.0,0.19717749025660325,0.19717749025660325,0.007062231026382638,0.007062231026382638
2015-07-01,29.26,29.53105313265412,5401805.25,744.0,0.27105313265411723,0.27105313265411723,0.009263606720919932,0.009263606720919932
2015-08-01,29.59,29.690828553848664,3553163.75,744.0,0.10082855384866463,0.10082855384866463,0.003407521252067071,0.003407521252067071
2015-09-01,27.65,28.04404270063373,5328808.5,720.0,0.39404270063373303,0.39404270063373303,0.014251092247151285,0.014251092247151285
2015-10-01,36.56,36.65409792799306,3438960.5,744.0,0.0940979279930545,0.0940979279930545,0.0025737945293505056,0.0025737945293505056
2015-11-01,26.71,27.087840750399568,9763092.0,720.0,0.3778407503995673,0.3778407503995673,0.01414604082364535,0.01414604082364535
2015-12-01,23.58,23.880916257840425,10359892.25,744.0,0.3009162578404272,0.3009162578404272,0.012761503725208958,0.012761503725208958
2016-01-01,24.07,24.48855919604413,8406655.5,744.0,0.4185591960441286,0.4185591960441286,0.01738924786224049,0.01738924786224049
2016-02-01,18.31,18.640334943393363,9366679.75,696.0,0.330334943393364,0.330334943393364,0.018041231206628292,0.018041231206628292
2016-03-01,21.06,21.513577222863557,5710792.5,743.0,0.45357722286355795,0.45357722286355795,0.02153738000301795,0.02153738000301795
2016-04-01,23.25,23.232225587385024,5587231.75,720.0,-0.017774412614976143,0.017774412614976143,-0.0007644908651602642,0.0007644908651602642
2016-05-01,18.0,18.93668612961988,5706867.75,743.0,0.9366861296198792,0.9366861296198792,0.05203811831221551,0.05203811831221551
2016-06-01,26.72,26.586290601825823,2902409.5,697.0,-0.13370939817417593,0.13370939817417593,-0.005004094243045506,0.005004094243045506
2016-07-01,23.91,24.01590245576873,4302145.75,744.0,0.10590245576873158,0.10590245576873158,0.00442921186820291,0.00442921186820291
2016-08-01,25.33,25.516960746687108,4262079.75,744.0,0.1869607466871095,0.1869607466871095,0.007381000658788373,0.007381000658788373
2016-09-01,27.480000000000004,27.80072091635141,3729333.5,720.0,0.3207209163514051,0.3207209163514051,0.01167106682501474,0.01167106682501474
2016-10-01,34.03,33.907260077109,4488192.0,720.0,-0.12273992289100022,0.12273992289100022,-0.0036068152480458484,0.0036068152480458484
2016-11-01,32.66,33.13172439895945,7267011.75,720.0,0.4717243989594522,0.4717243989594522,0.014443490476406988,0.014443490476406988
2016-12-01,24.03,24.923091563366903,8416867.75,744.0,0.8930915633669017,0.8930915633669017,0.037165691359421625,0.037165691359421625
2017-01-01,40.66,41.68900847785818,7186927.25,744.0,1.0290084778581843,1.0290084778581843,0.025307635953226375,0.025307635953226375
2017-02-01,32.93,32.99445976739315,8439755.75,672.0,0.06445976739315284,0.06445976739315284,0.0019574785117872106,0.0019574785117872106
2017-03-01,28.72,29.04551282613855,8511720.0,743.0,0.32551282613854937,0.32551282613854937,0.011334012052177904,0.011334012052177904
2017-04-01,23.6,24.783529834417397,7421613.0,720.0,1.1835298344173957,1.1835298344173957,0.05014956925497439,0.05014956925497439
2017-05-01,26.21,26.5098447913138,4963043.75,744.0,0.2998447913137987,0.2998447913137987,0.011440091236695867,0.011440091236695867
2017-06-01,25.49,25.710404044692737,6153125.0,720.0,0.22040404469273867,0.22040404469273867,0.008646686727843808,0.008646686727843808
2017-07-01,28.92,29.58856945437381,5011439.25,744.0,0.6685694543738094,0.6685694543738094,0.02311789261320226,0.02311789261320226
2017-08-01,27.21,27.30413606810357,4804535.25,744.0,0.09413606810356967,0.09413606810356967,0.0034596129402267427,0.0034596129402267427
2017-09-01,27.65,28.30407949463576,5904335.5,720.0,0.6540794946357629,0.6540794946357629,0.023655677925344048,0.023655677925344048
2017-10-01,18.72,20.195681880630627,11014475.5,744.0,1.4756818806306278,1.4756818806306278,0.07882916029009764,0.07882916029009764
2017-11-01,30.880000000000003,31.41137637843338,9256318.75,720.0,0.5313763784333787,0.5313763784333787,0.017207784275692313,0.017207784275692313
2017-12-01,21.92,22.67048302152572,13454183.0,744.0,0.7504830215257172,0.7504830215257172,0.03423736412069878,0.03423736412069878
2018-01-01,21.77,22.57490517519314,13144978.0,744.0,0.8049051751931415,0.8049051751931415,0.03697313620547274,0.03697313620547274
2018-02-01,35.45,36.11599067411584,6859993.0,672.0,0.6659906741158395,0.6659906741158395,0.018786760905947514,0.018786760905947514
2018-03-01,29.49,30.447212206807663,9588788.75,743.0,0.9572122068076645,0.9572122068076645,0.032458874425488796,0.032458874425488796
2018-04-01,29.24,29.4611085254871,8002044.25,720.0,0.22110852548710014,0.22110852548710014,0.007561851076850211,0.007561851076850211
2018-05-01,27.57,28.33275733913758,6270346.75,744.0,0.762757339137579,0.762757339137579,0.027666207440608596,0.027666207440608596
2018-06-01,37.370000000000005,37.810042362424966,5135329.25,720.0,0.4400423624249612,0.4400423624249612,0.011775283982471532,0.011775283982471532
2018-07-01,46.86,47.09465741665316,4064678.75,744.0,0.23465741665316386,0.23465741665316386,0.00500762732934622,0.00500762732934622
2018-08-01,52.35,52.6157636997553,5343261.5,744.0,0.265763699755297,0.265763699755297,0.005076670482431652,0.005076670482431652
2018-09-01,48.05,48.393353110966665,6545188.25,720.0,0.34335311096666743,0.34335311096666743,0.007145746326049271,0.007145746326049271
2018-10-01,43.37,43.82701303175583,8733167.0,744.0,0.4570130317558352,0.4570130317558352,0.010537538200503464,0.010537538200503464
2018-11-01,52.14,52.21103189269064,8035869.5,720.0,0.07103189269064103,0.07103189269064103,0.0013623301244848683,0.0013623301244848683
2018-12-01,39.4,39.92149971612446,12092006.75,744.0,0.5214997161244597,0.5214997161244597,0.013236033404174103,0.013236033404174103
2019-01-01,38.33,39.08921854109886,12551354.25,744.0,0.7592185410988606,0.7592185410988606,0.019807423456792605,0.019807423456792605
2019-02-01,38.11,38.443598733939815,8914979.0,672.0,0.3335987339398159,0.3335987339398159,0.008753574755702332,0.008753574755702332
2019-03-01,24.23,24.707839510740687,13736642.0,743.0,0.47783951074068653,0.47783951074068653,0.019720986823800517,0.019720986823800517
2019-04-01,32.62,34.07098463839104,7303645.75,720.0,1.4509846383910414,1.4509846383910414,0.04448144201076154,0.04448144201076154
2019-05-01,35.64,35.91886379608788,6428337.75,744.0,0.2788637960878759,0.2788637960878759,0.007824461169693488,0.007824461169693488
2019-06-01,22.31,24.31679046368917,5114514.5,720.0,2.006790463689171,2.006790463689171,0.08995026731013767,0.08995026731013767
2019-07-01,36.41,36.552468348137324,4862707.5,744.0,0.1424683481373279,0.1424683481373279,0.0039128906382127964,0.0039128906382127964
2019-08-01,30.29,30.70372007211256,4493530.5,744.0,0.4137200721125609,0.4137200721125609,0.013658635593019509,0.013658635593019509
2019-09-01,30.64,30.893156016402543,7145538.75,720.0,0.25315601640254215,0.25315601640254215,0.008262272075800985,0.008262272075800985
2019-10-01,31.94,32.41795380409212,9341217.0,744.0,0.4779538040921203,0.4779538040921203,0.014964114091800885,0.014964114091800885
2019-11-01,37.09,37.09034810945486,7880445.25,720.0,0.0003481094548547503,0.0003481094548547503,9.385533967504726e-06,9.385533967504726e-06
2019-12-01,25.99,26.52843296917381,12208935.0,744.0,0.5384329691738117,0.5384329691738117,0.02071692840222438,0.02071692840222438
2020-01-01,30.910000000000004,31.15364688329852,12670559.0,744.0,0.24364688329851703,0.24364688329851703,0.007882461446085958,0.007882461446085958
2020-02-01,16.8,17.56525062735163,17239833.25,696.0,0.7652506273516302,0.7652506273516302,0.04555063258045418,0.04555063258045418
2020-03-01,17.73,18.37828697101015,11552708.75,743.0,0.6482869710101511,0.6482869710101511,0.03656440896842364,0.03656440896842364
2020-04-01,9.4,11.21648798629588,6991474.0,720.0,1.8164879862958792,1.8164879862958792,0.19324340279743393,0.19324340279743393
2020-05-01,12.14,13.054323900395923,6132951.75,744.0,0.9143239003959227,0.9143239003959227,0.07531498355814849,0.07531498355814849
2020-06-01,22.03,22.2303666720248,4983084.0,720.0,0.2003666720247992,0.2003666720247992,0.009095173491820208,0.009095173491820208
2020-07-01,20.35,21.781228919400714,5480898.5,744.0,1.4312289194007128,1.4312289194007128,0.07033065943001045,0.07033065943001045
2020-08-01,30.05,30.12095607315696,5156488.25,744.0,0.07095607315696029,0.07095607315696029,0.0023612669935760494,0.0023612669935760494
2020-09-01,37.85,38.06809029726469,4632294.25,720.0,0.21809029726468765,0.21809029726468765,0.005761962939621866,0.005761962939621866
2020-10-01,29.860000000000003,30.13626273951589,10816688.5,744.0,0.27626273951588587,0.27626273951588587,0.009251933674343129,0.009251933674343129
2020-11-01,31.99,32.17629850139585,8665897.5,720.0,0.18629850139585002,0.18629850139585002,0.005823648058638638,0.005823648058638638
2020-12-01,32.91,33.82754291605212,9073761.0,744.0,0.9175429160521205,0.9175429160521205,0.02788036815715954,0.02788036815715954
2021-01-01,46.45,46.67237808231476,9223364.5,744.0,0.22237808231475498,0.22237808231475498,0.004787472170393003,0.004787472170393003
2021-02-01,43.61,43.99724796778153,8487553.25,672.0,0.3872479677815335,0.3872479677815335,0.008879797472633191,0.008879797472633191
2021-03-01,33.95,35.066354560122726,9086611.25,743.0,1.1163545601227227,1.1163545601227227,0.032882313994778284,0.032882313994778284
2021-04-01,43.53,45.03283291810275,7735461.0,720.0,1.5028329181027473,1.5028329181027473,0.03452407346893516,0.03452407346893516
2021-05-01,41.34,43.2099765450448,8828518.25,744.0,1.8699765450447998,1.8699765450447998,0.04523407220717948,0.04523407220717948
2021-06-01,63.3,64.08109620107905,3361513.75,720.0,0.7810962010790519,0.7810962010790519,0.012339592434108244,0.012339592434108244
2021-07-01,68.08,69.55297318883106,4704354.75,744.0,1.4729731888310624,1.4729731888310624,0.02163591640468658,0.02163591640468658
2021-08-01,72.53,73.61794914743793,6191015.5,744.0,1.087949147437925,1.087949147437925,0.014999988245387081,0.014999988245387081
2021-09-01,117.54,118.51020674307271,4465397.5,720.0,0.9702067430727084,0.9702067430727084,0.008254268700635599,0.008254268700635599
2021-10-01,109.82,112.07803186976236,10167443.25,744.0,2.2580318697623625,2.2580318697623625,0.020561208065583342,0.020561208065583342
2021-11-01,140.56,142.52552734924203,7822972.75,720.0,1.9655273492420235,1.9655273492420235,0.013983546878500452,0.013983546878500452
2021-12-01,160.77,165.70965356484825,9782408.0,744.0,4.939653564848243,4.939653564848243,0.030724970858047162,0.030724970858047162
2022-01-01,128.82999999999998,132.332932735765,12982727.75,744.0,3.502932735765029,3.502932735765029,0.027190349575138006,0.027190349575138006
2022-02-01,108.25,110.7309711073684,17728127.25,672.0,2.480971107368404,2.480971107368404,0.022918901684696576,0.022918901684696576
2022-03-01,197.66,206.1247451451416,6793504.0,743.0,8.464745145141592,8.464745145141592,0.04282477560023066,0.04282477560023066
2022-04-01,127.03,131.16367093887155,9550806.0,720.0,4.133670938871546,4.133670938871546,0.03254090324231714,0.03254090324231714
2022-05-01,132.42000000000002,140.44577765935426,6454706.0,744.0,8.025777659354247,8.025777659354247,0.06060850067477908,0.06060850067477908
2022-06-01,196.92,198.5235974559632,4412514.75,720.0,1.603597455963211,1.603597455963211,0.008143395571618988,0.008143395571618988
2022-07-01,278.24,283.10446706640045,5502496.0,744.0,4.864467066400437,4.864467066400437,0.017482989744107377,0.017482989744107377
2022-08-01,460.92,461.6979368378837,3527019.25,744.0,0.777936837883658,0.777936837883658,0.0016877914559655862,0.0016877914559655862
2022-09-01,282.38,288.664049865553,6189613.5,720.0,6.2840498655530155,6.2840498655530155,0.02225387727726119,0.02225387727726119
2022-10-01,127.15,129.27028628850724,8613400.25,744.0,2.1202862885072307,2.1202862885072307,0.01667547218645089,0.01667547218645089
2022-11-01,137.18,138.85876317216963,10118516.25,720.0,1.6787631721696243,1.6787631721696243,0.012237667095565128,0.012237667095565128
2022-12-01,141.64,153.3294663970532,9410138.25,744.0,11.689466397053224,11.689466397053224,0.08252941539856838,0.08252941539856838
2023-01-01,87.26,89.87857827439915,14692525.75,744.0,2.618578274399141,2.618578274399141,0.030008919028181764,0.030008919028181764
2023-02-01,106.2,107.47797090726128,10445029.0,672.0,1.2779709072612775,1.2779709072612775,0.01203362436215892,0.01203362436215892
2023-03-01,85.15,87.24408606678931,12133716.25,743.0,2.094086066789302,2.094086066789302,0.02459290741972169,0.02459290741972169
2023-04-01,89.39999999999999,91.23049409410272,8382426.5,720.0,1.8304940941027326,1.8304940941027326,0.020475325437390748,0.020475325437390748
2023-05-01,80.95,82.52411117857231,6771381.25,744.0,1.5741111785723092,1.5741111785723092,0.01944547471985558,0.01944547471985558
2023-06-01,92.36,93.14519738753089,4872287.25,720.0,0.7851973875308857,0.7851973875308857,0.008501487521988801,0.008501487521988801
2023-07-01,54.45,62.12287927997126,8392192.75,744.0,7.672879279971255,7.672879279971255,0.14091605656512865,0.14091605656512865
2023-08-01,66.13000000000001,69.2293549846042,5778036.5,744.0,3.09935498460419,3.09935498460419,0.04686760902168743,0.04686760902168743
2023-09-01,85.66000000000001,88.46125851481806,5339625.25,720.0,2.801258514818045,2.801258514818045,0.03270206064461878,0.03270206064461878
2023-10-01,68.64,70.71488649993339,11857250.75,744.0,2.0748864999333847,2.0748864999333847,0.03022853292443742,0.03022853292443742
2023-11-01,76.53,77.35268598961122,14477253.5,720.0,0.822685989611216,0.822685989611216,0.010749849596383327,0.010749849596383327
2023-12-01,44.09,46.49992766560022,16331164.75,744.0,2.4099276656002147,2.4099276656002147,0.05465928023588602,0.05465928023588602
2024-01-01,65.02,65.66342628244229,15593084.75,744.0,0.6434262824422916,0.6434262824422916,0.009895821015722726,0.009895821015722726
2024-02-01,53.35,54.08861635070765,14148354.0,696.0,0.7386163507076517,0.7386163507076517,0.013844730097612966,0.013844730097612966
2024-03-01,55.38,56.122486429471614,9393471.75,743.0,0.7424864294716116,0.7424864294716116,0.013407122236757161,0.013407122236757161
2024-04-01,48.0,50.60396006251923,9724048.5,720.0,2.603960062519228,2.603960062519228,0.05424916796915058,0.05424916796915058
2024-05-01,56.08,60.06262624532431,6274470.0,744.0,3.9826262453243118,3.9826262453243118,0.07101687313345777,0.07101687313345777
2024-06-01,63.56,59.86891685541695,5693810.5,720.0,-3.691083144583054,3.691083144583054,-0.058072422035605,0.058072422035605
2024-07-01,49.85,53.90338257560721,5548569.25,744.0,4.053382575607209,4.053382575607209,0.08131158627095705,0.08131158627095705
2024-08-01,61.68,66.96080337876424,5204624.75,744.0,5.28080337876424,5.28080337876424,0.08561613778800649,0.08561613778800649
2024-09-01,62.66,65.25998954459904,8986503.75,720.0,2.5999895445990404,2.5999895445990404,0.0414936090743543,0.0414936090743543
2024-10-01,68.22,69.77202217642042,8389045.5,744.0,1.5520221764204223,1.5520221764204223,0.022750251779836153,0.022750251779836153
2024-11-01,88.81,91.0836602418994,10300191.5,720.0,2.2736602418993925,2.2736602418993925,0.02560139896294778,0.02560139896294778
2024-12-01,72.37,73.53780163023332,13757540.0,744.0,1.1678016302333134,1.1678016302333134,0.01613654318409995,0.01613654318409995
2025-01-01,85.06,87.02989625428845,13253343.0,744.0,1.969896254288443,1.969896254288443,0.023158902589800648,0.023158902589800648
2025-02-01,115.91,116.18345749101522,7260679.75,672.0,0.2734574910152219,0.2734574910152219,0.002359222595248226,0.002359222595248226
2025-03-01,75.13,80.15638902297033,6526920.5,743.0,5.026389022970335,5.026389022970335,0.06690255587608591,0.06690255587608591
2025-04-01,73.14,77.5922316952408,5876514.75,720.0,4.452231695240798,4.452231695240798,0.06087273304950502,0.06087273304950502
2025-05-01,61.71,65.52935721298434,7894329.5,744.0,3.819357212984336,3.819357212984336,0.06189203067548754,0.06189203067548754
2025-06-01,51.41,56.93965257472982,8705267.75,720.0,5.529652574729823,5.529652574729823,0.10755986334817785,0.10755986334817785
2025-07-01,81.71,82.99608221490976,6193497.28,744.0,1.2860822149097686,1.2860822149097686,0.015739593867455253,0.015739593867455253
2025-08-01,68.24,70.6828803499261,5483354.49,744.0,2.4428803499260994,2.4428803499260994,0.0357983638617541,0.0357983638617541
2025-09-01,62.67,66.24162889681395,9763607.04,720.0,3.571628896813948,3.571628896813948,0.056991046701993744,0.056991046701993744
2025-10-01,55.79,59.0294924146687,13717685.62,744.0,3.239492414668703,3.239492414668703,0.058065825679668455,0.058065825679668455
2025-11-01,89.3,89.51923844056333,9908591.42,720.0,0.21923844056333053,0.21923844056333053,0.002455077721873802,0.002455077721873802
